,Customer,State,Coverage,Education,Job_Status,Gender,Income,Location,Civil_Status,Monthly_Price,Months_LastClaim,Months_SinceActivation,Number_Open_Complaints,Number_Insurances,Policy_Type,Sales_Channel,Car_Type,Car_Size
2707,XB64251,Oregon,Basic,College,Employed,M,72258,Rural,Married,105,8,50,0,4,Personal Auto,Branch,SUV,Medsize
2708,WI38796,Oregon,Basic,Bachelor,Employed,M,70737,Suburban,Married,114,25,12,0,4,Corporate Auto,Web,SUV,Medsize
2709,KS12294,California,Premium,Bachelor,Unemployed,M,0,Suburban,Single,159,19,75,0,2,Personal Auto,Web,SUV,Medsize
2710,US89453,California,Extended,College,Unemployed,M,0,Suburban,Single,125,7,99,0,3,Personal Auto,Branch,SUV,Large
2711,XK39439,California,Extended,College,Unemployed,M,0,Suburban,Single,81,10,80,3,3,Personal Auto,Agent,Four-Door Car,Medsize
2712,VJ71087,Arizona,Basic,Bachelor,Disabled,M,17672,Suburban,Divorced,110,28,16,0,1,Personal Auto,Branch,SUV,Medsize
2713,FM54600,Washington,Premium,High School or Below,Unemployed,F,0,Suburban,Single,173,24,21,0,2,Corporate Auto,Branch,SUV,Medsize
2714,UV43859,Oregon,Basic,High School or Below,Employed,F,47297,Suburban,Married,115,10,46,4,4,Personal Auto,Web,SUV,Medsize
2715,JP28293,California,Extended,Doctor,Employed,F,57240,Rural,Married,83,18,79,0,7,Corporate Auto,Call Center,Four-Door Car,Medsize
2716,UV48189,California,Basic,Bachelor,Employed,M,28181,Suburban,Married,109,32,41,0,3,Personal Auto,Call Center,SUV,Medsize
2717,ZA34848,Arizona,Basic,Bachelor,Employed,F,31275,Suburban,Divorced,66,26,0,0,3,Personal Auto,Agent,Two-Door Car,Medsize
2718,FA57012,California,Basic,College,Unemployed,M,0,Suburban,Single,182,24,45,0,1,Special Auto,Branch,Luxury Car,Small
2719,GU82757,California,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
2720,KW12214,Oregon,Basic,High School or Below,Employed,M,78441,Suburban,Married,103,6,73,0,2,Personal Auto,Branch,SUV,Medsize
2721,EG97649,Oregon,Basic,College,Unemployed,F,0,Suburban,Divorced,104,19,65,2,1,Personal Auto,Branch,SUV,Small
2722,YB42706,Nevada,Extended,College,Unemployed,M,0,Suburban,Married,76,0,91,0,2,Corporate Auto,Branch,Two-Door Car,Small
2723,WV74449,Washington,Basic,College,Unemployed,F,0,Urban,Married,117,0,65,0,4,Personal Auto,Call Center,SUV,Medsize
2724,AZ77669,Oregon,Basic,High School or Below,Employed,M,91423,Urban,Married,109,3,71,1,5,Personal Auto,Web,SUV,Medsize
2725,FM25704,Oregon,Basic,Bachelor,Employed,M,86933,Urban,Married,63,3,64,0,1,Corporate Auto,Agent,Two-Door Car,Large
2726,UR34922,California,Basic,Doctor,Employed,M,65255,Urban,Divorced,72,3,65,2,3,Personal Auto,Agent,Four-Door Car,Small
2727,RA17555,Oregon,Basic,High School or Below,Employed,M,41533,Urban,Married,65,2,46,0,9,Corporate Auto,Agent,Four-Door Car,Medsize
2728,AW71157,California,Basic,College,Employed,M,50097,Rural,Divorced,71,25,81,0,5,Personal Auto,Web,Four-Door Car,Medsize
2729,IN91592,California,Basic,Bachelor,Employed,F,73858,Suburban,Married,72,8,59,3,1,Personal Auto,Agent,Four-Door Car,Medsize
2730,WX37953,Oregon,Basic,College,Employed,F,94943,Suburban,Married,69,3,22,0,1,Personal Auto,Web,Four-Door Car,Medsize
2731,NL85206,California,Basic,College,Employed,F,72685,Rural,Married,68,20,97,5,1,Personal Auto,Branch,Four-Door Car,Medsize
2732,PR23514,California,Basic,College,Employed,M,60184,Rural,Divorced,199,7,44,1,1,Personal Auto,Web,Luxury SUV,Medsize
2733,XZ23352,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,29,38,0,1,Corporate Auto,Call Center,SUV,Small
2734,MX80067,California,Basic,High School or Below,Employed,M,74045,Suburban,Single,64,23,83,0,1,Personal Auto,Web,Four-Door Car,Medsize
2735,HR10835,Nevada,Extended,High School or Below,Employed,M,52564,Rural,Married,122,33,28,0,2,Personal Auto,Branch,SUV,Medsize
2736,FR15942,Washington,Extended,Bachelor,Medical Leave,M,19098,Suburban,Married,87,35,3,0,1,Personal Auto,Branch,Two-Door Car,Medsize
2737,GX22886,Arizona,Extended,College,Employed,M,78784,Urban,Married,80,33,72,0,1,Personal Auto,Agent,Four-Door Car,Medsize
2738,HQ70429,Washington,Basic,College,Unemployed,F,0,Rural,Single,65,10,10,0,2,Personal Auto,Agent,Two-Door Car,Medsize
2739,YT84266,Oregon,Basic,College,Employed,M,29256,Suburban,Married,63,33,41,0,5,Personal Auto,Branch,Four-Door Car,Medsize
2740,GH48715,Arizona,Basic,High School or Below,Employed,F,77912,Rural,Single,71,2,21,1,3,Corporate Auto,Branch,Four-Door Car,Medsize
2741,BN46866,Oregon,Basic,College,Employed,M,45345,Rural,Married,72,28,86,0,3,Personal Auto,Web,Four-Door Car,Large
2742,CG94611,Oregon,Extended,College,Medical Leave,M,25630,Suburban,Single,86,8,63,0,1,Corporate Auto,Agent,Two-Door Car,Medsize
2743,GK94889,California,Basic,College,Employed,M,22280,Rural,Married,68,10,48,0,3,Personal Auto,Web,Four-Door Car,Large
2744,QN62538,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,31,25,0,7,Corporate Auto,Call Center,Four-Door Car,Small
2745,UQ13133,Nevada,Basic,Master,Employed,M,61567,Rural,Married,65,35,78,0,1,Personal Auto,Branch,Four-Door Car,Small
2746,DI65961,Arizona,Basic,High School or Below,Employed,M,34644,Suburban,Married,66,7,36,0,2,Personal Auto,Agent,Four-Door Car,Medsize
2747,WQ85760,California,Basic,College,Medical Leave,M,26991,Suburban,Divorced,119,34,65,0,1,Corporate Auto,Branch,SUV,Medsize
2748,No35621,Arizona,Basic,Bachelor,Employed,M,49746,Suburban,Single,61,5,88,0,1,Personal Auto,Call Center,Two-Door Car,Small
2749,IA11644,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,8,61,1,2,Special Auto,Branch,Two-Door Car,Medsize
2750,TV53243,Arizona,Basic,College,Employed,F,49625,Urban,Married,66,29,9,0,1,Corporate Auto,Agent,Two-Door Car,Medsize
2751,WV53081,Arizona,Basic,College,Employed,F,49308,Rural,Married,65,7,97,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
2752,LL57541,California,Extended,Master,Employed,F,63624,Rural,Married,95,10,5,0,5,Personal Auto,Call Center,Four-Door Car,Medsize
2753,RP27249,Oregon,Basic,Master,Employed,F,80358,Urban,Married,116,19,2,0,1,Personal Auto,Agent,SUV,Large
2754,OT85112,Washington,Extended,College,Employed,M,38460,Rural,Divorced,88,15,1,1,1,Personal Auto,Agent,Four-Door Car,Medsize
2755,GV47847,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,22,22,0,4,Personal Auto,Branch,Two-Door Car,Medsize
2756,BB48165,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,101,10,48,0,2,Personal Auto,Agent,SUV,Medsize
2757,HH80006,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,92,3,9,0,1,Personal Auto,Web,Four-Door Car,Small
2758,TH70115,California,Extended,College,Employed,M,34835,Urban,Married,89,1,45,2,9,Personal Auto,Agent,Two-Door Car,Medsize
2759,WE64781,Oregon,Extended,Bachelor,Employed,F,93836,Urban,Married,139,1,19,0,2,Corporate Auto,Web,Sports Car,Medsize
2760,KN27565,Oregon,Basic,Master,Employed,M,34075,Rural,Single,196,8,87,0,1,Special Auto,Agent,Luxury SUV,Small
2761,LE85123,Oregon,Basic,Bachelor,Employed,M,35624,Urban,Single,66,6,55,2,2,Personal Auto,Call Center,Four-Door Car,Medsize
2762,QF76244,Oregon,Basic,Doctor,Employed,F,83218,Urban,Married,72,6,42,0,1,Personal Auto,Agent,Four-Door Car,Medsize
2763,PU73561,Arizona,Basic,Bachelor,Employed,F,24641,Suburban,Married,105,12,82,0,1,Personal Auto,Agent,SUV,Medsize
2764,HM38744,Oregon,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,Corporate Auto,Agent,SUV,Medsize
2765,ST59524,Oregon,Basic,College,Unemployed,M,0,Suburban,Married,71,22,25,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
2766,EZ77297,California,Extended,Master,Employed,M,28729,Urban,Single,90,26,19,3,1,Personal Auto,Agent,Four-Door Car,Medsize
2767,DR84843,Arizona,Basic,Bachelor,Employed,M,72731,Rural,Married,65,10,7,0,1,Personal Auto,Agent,Four-Door Car,Medsize
2768,MV54498,California,Basic,College,Employed,F,59932,Rural,Single,71,16,77,1,3,Personal Auto,Branch,Four-Door Car,Medsize
2769,EM85557,Washington,Basic,College,Employed,F,54292,Suburban,Married,67,4,26,0,2,Personal Auto,Agent,Four-Door Car,Small
2770,FY73682,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,194,0,22,0,2,Personal Auto,Agent,Luxury SUV,Medsize
2771,XT54610,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,63,22,7,3,1,Personal Auto,Agent,Four-Door Car,Medsize
2772,CE16324,Nevada,Extended,College,Employed,F,59414,Urban,Married,91,23,21,0,3,Personal Auto,Call Center,Two-Door Car,Medsize
2773,KX75698,Oregon,Extended,High School or Below,Employed,M,96587,Suburban,Married,138,31,99,0,1,Personal Auto,Agent,SUV,Medsize
2774,UV82770,California,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,111,15,12,0,2,Personal Auto,Call Center,SUV,Medsize
2775,MX95450,Oregon,Extended,College,Unemployed,F,0,Suburban,Single,133,0,59,0,2,Personal Auto,Agent,SUV,Medsize
2776,XF96605,California,Basic,College,Employed,M,94362,Urban,Divorced,74,21,96,0,1,Personal Auto,Agent,Two-Door Car,Large
2777,WQ75856,Oregon,Basic,Bachelor,Employed,F,84488,Urban,Married,61,33,71,0,2,Personal Auto,Agent,Four-Door Car,Medsize
2778,JG35886,California,Premium,College,Employed,F,65085,Urban,Married,103,20,55,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
2779,XY66810,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,72,35,86,0,2,Personal Auto,Agent,Two-Door Car,Medsize
2780,ON50913,California,Basic,College,Unemployed,F,0,Suburban,Married,69,32,21,0,2,Special Auto,Agent,Four-Door Car,Small
2781,LS59408,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Married,67,4,44,0,1,Personal Auto,Call Center,Four-Door Car,Small
2782,XQ14689,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,62,1,73,0,3,Personal Auto,Agent,Four-Door Car,Small
2783,QF55724,California,Basic,Bachelor,Employed,M,60798,Suburban,Married,66,21,57,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
2784,FD79560,Arizona,Basic,High School or Below,Employed,F,30761,Suburban,Divorced,69,16,16,2,2,Special Auto,Branch,Two-Door Car,Small
2785,KM18818,Arizona,Basic,College,Employed,F,25981,Rural,Married,65,33,38,0,1,Personal Auto,Agent,Two-Door Car,Large
2786,XA28126,California,Premium,Bachelor,Employed,M,67739,Rural,Divorced,149,4,76,0,2,Personal Auto,Agent,SUV,Medsize
2787,LJ93770,Arizona,Basic,Doctor,Employed,F,25581,Urban,Married,105,9,21,0,1,Personal Auto,Branch,SUV,Medsize
2788,MK52711,California,Basic,High School or Below,Employed,F,99759,Rural,Married,65,12,25,3,2,Personal Auto,Agent,Two-Door Car,Medsize
2789,AZ68184,Washington,Basic,High School or Below,Employed,M,76514,Suburban,Married,112,19,0,0,3,Personal Auto,Agent,SUV,Medsize
2790,NN52789,Arizona,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Branch,Sports Car,Large
2791,XC68458,California,Extended,Bachelor,Medical Leave,M,21832,Suburban,Single,84,29,39,0,3,Personal Auto,Web,Four-Door Car,Small
2792,AF49027,Arizona,Premium,College,Unemployed,F,0,Suburban,Single,117,25,43,0,2,Personal Auto,Agent,Two-Door Car,Medsize
2793,PR22184,California,Basic,College,Employed,F,95330,Suburban,Married,113,1,1,0,3,Corporate Auto,Branch,Sports Car,Medsize
2794,GM98732,California,Basic,College,Unemployed,F,0,Suburban,Married,106,21,25,0,9,Personal Auto,Agent,SUV,Small
2795,NP66209,California,Basic,College,Unemployed,F,0,Suburban,Married,68,31,69,2,2,Personal Auto,Call Center,Two-Door Car,Medsize
2796,GA46608,Oregon,Basic,Bachelor,Employed,M,25899,Suburban,Married,63,20,36,0,1,Personal Auto,Agent,Four-Door Car,Medsize
2797,FZ79470,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Web,Four-Door Car,Medsize
2798,KR10942,Oregon,Basic,Bachelor,Employed,F,33201,Urban,Married,66,9,56,0,1,Personal Auto,Branch,Two-Door Car,Medsize
2799,AW86033,California,Basic,College,Disabled,M,18287,Suburban,Married,61,6,56,4,1,Personal Auto,Agent,Two-Door Car,Medsize
2800,LM79063,Arizona,Extended,Doctor,Employed,F,76506,Suburban,Divorced,89,35,65,0,8,Personal Auto,Call Center,Two-Door Car,Small
2801,NB30963,California,Extended,High School or Below,Employed,M,41859,Rural,Married,76,18,58,0,5,Personal Auto,Agent,Two-Door Car,Large
2802,AO40386,Oregon,Extended,College,Retired,M,27504,Suburban,Divorced,91,26,45,0,2,Personal Auto,Branch,Four-Door Car,Small
2803,BN74259,Arizona,Basic,High School or Below,Employed,M,45360,Suburban,Divorced,73,16,71,0,1,Corporate Auto,Branch,Four-Door Car,Medsize
2804,XV69290,California,Extended,College,Employed,M,49078,Suburban,Single,97,10,3,0,2,Corporate Auto,Branch,Four-Door Car,Medsize
2805,RE97741,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,90,16,66,2,6,Personal Auto,Agent,Four-Door Car,Medsize
2806,HN69035,Arizona,Basic,College,Employed,F,91810,Rural,Married,71,27,43,0,1,Corporate Auto,Web,Four-Door Car,Medsize
2807,SI48717,Oregon,Extended,College,Employed,M,70600,Suburban,Divorced,122,26,5,1,2,Personal Auto,Call Center,SUV,Medsize
2808,PJ67250,Arizona,Extended,College,Employed,F,33554,Suburban,Married,131,25,36,0,1,Special Auto,Agent,SUV,Medsize
2809,SH85263,California,Basic,Bachelor,Employed,M,77642,Urban,Married,64,20,14,0,2,Personal Auto,Branch,Two-Door Car,Large
2810,WV37081,California,Basic,College,Employed,M,25963,Urban,Married,66,11,35,0,9,Personal Auto,Web,Four-Door Car,Medsize
2811,No61408,California,Extended,Bachelor,Employed,F,57452,Suburban,Married,136,25,10,1,1,Personal Auto,Branch,SUV,Large
2812,DE91458,Washington,Extended,Master,Unemployed,F,0,Suburban,Married,77,15,89,0,1,Personal Auto,Web,Four-Door Car,Medsize
2813,EP83939,Arizona,Basic,High School or Below,Employed,M,91416,Rural,Married,69,4,39,0,5,Personal Auto,Call Center,Four-Door Car,Medsize
2814,IU17657,California,Basic,Bachelor,Disabled,M,22000,Suburban,Married,69,27,36,0,1,Personal Auto,Web,Two-Door Car,Medsize
2815,EO95166,Oregon,Premium,Bachelor,Employed,M,41167,Urban,Divorced,118,16,4,0,1,Personal Auto,Branch,Four-Door Car,Large
2816,KX79225,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,18,23,0,2,Personal Auto,Call Center,Four-Door Car,Small
2817,EZ60033,California,Extended,Bachelor,Unemployed,F,0,Suburban,Married,86,8,37,0,1,Corporate Auto,Branch,Four-Door Car,Small
2818,KK58047,Oregon,Basic,College,Employed,M,53944,Suburban,Married,71,13,20,0,2,Personal Auto,Web,Two-Door Car,Medsize
2819,JW62354,Nevada,Basic,College,Employed,F,75648,Rural,Married,108,28,10,0,1,Personal Auto,Branch,SUV,Large
2820,TT18939,California,Basic,Bachelor,Medical Leave,M,29414,Rural,Divorced,64,2,32,0,3,Personal Auto,Branch,Four-Door Car,Medsize
2821,IJ21010,Arizona,Extended,Bachelor,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Agent,SUV,Medsize
2822,PZ31902,Arizona,Basic,Bachelor,Employed,F,69276,Urban,Married,74,14,22,2,8,Personal Auto,Web,Two-Door Car,Medsize
2823,WD88540,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,96,6,60,0,1,Personal Auto,Web,Two-Door Car,Large
2824,IL67915,Arizona,Premium,College,Employed,F,50117,Urban,Single,107,13,98,0,4,Corporate Auto,Branch,Four-Door Car,Medsize
2825,VQ76590,Arizona,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Agent,SUV,Medsize
2826,FJ60600,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,96,0,38,0,3,Personal Auto,Agent,Four-Door Car,Small
2827,MP53132,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,136,7,34,0,3,Corporate Auto,Agent,SUV,Large
2828,XP96549,Oregon,Basic,High School or Below,Employed,F,20868,Suburban,Married,112,14,11,0,1,Personal Auto,Branch,SUV,Large
2829,VC34797,California,Basic,Bachelor,Employed,F,40921,Rural,Married,62,0,50,2,1,Corporate Auto,Agent,Four-Door Car,Medsize
2830,QV30663,Nevada,Extended,Master,Employed,F,99654,Rural,Married,121,13,95,0,3,Personal Auto,Call Center,SUV,Medsize
2831,AK90865,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Agent,Sports Car,Medsize
2832,BX51438,Arizona,Basic,Bachelor,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Web,Four-Door Car,Medsize
2833,DU38713,Arizona,Basic,High School or Below,Employed,F,70717,Rural,Married,72,20,89,0,5,Personal Auto,Call Center,Two-Door Car,Medsize
2834,WQ13284,California,Basic,College,Employed,M,62989,Urban,Divorced,71,3,18,1,2,Personal Auto,Web,Four-Door Car,Medsize
2835,JB36584,Arizona,Basic,Master,Employed,M,41459,Suburban,Married,71,8,4,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
2836,WQ23548,California,Basic,Master,Unemployed,F,0,Suburban,Single,102,20,7,1,2,Personal Auto,Web,SUV,Medsize
2837,WZ98067,Oregon,Premium,College,Employed,M,42512,Rural,Married,105,15,72,1,1,Personal Auto,Agent,Four-Door Car,Medsize
2838,AQ11656,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Married,61,5,90,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
2839,KL14426,Nevada,Extended,Doctor,Employed,F,83288,Urban,Married,124,18,70,0,1,Personal Auto,Agent,SUV,Medsize
2840,PG48617,California,Basic,High School or Below,Employed,M,46267,Urban,Married,72,4,73,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
2841,QB24570,Oregon,Extended,Master,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Branch,Sports Car,Medsize
2842,NI68379,Oregon,Extended,Master,Employed,M,74424,Suburban,Married,81,26,74,0,9,Personal Auto,Agent,Four-Door Car,Medsize
2843,RS92763,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,72,15,70,0,2,Personal Auto,Branch,Four-Door Car,Medsize
2844,PA75237,Nevada,Basic,Doctor,Employed,M,58883,Suburban,Married,62,1,47,0,2,Corporate Auto,Branch,Two-Door Car,Medsize
2845,LR35392,Oregon,Premium,High School or Below,Employed,M,41539,Suburban,Single,116,11,35,0,3,Personal Auto,Web,Four-Door Car,Medsize
2846,KC22636,California,Basic,High School or Below,Employed,F,33881,Rural,Married,68,11,83,0,9,Personal Auto,Web,Four-Door Car,Large
2847,IJ98317,California,Extended,Bachelor,Employed,F,86448,Rural,Married,90,25,79,0,6,Personal Auto,Agent,Four-Door Car,Medsize
2848,DY49235,Arizona,Basic,College,Disabled,F,25237,Suburban,Divorced,69,23,52,0,9,Personal Auto,Agent,Four-Door Car,Medsize
2849,EG94409,Nevada,Basic,High School or Below,Unemployed,F,0,Suburban,Single,67,10,75,0,7,Special Auto,Branch,Four-Door Car,Medsize
2850,GB59748,Arizona,Extended,College,Employed,F,49419,Urban,Married,77,3,34,0,4,Personal Auto,Web,Four-Door Car,Medsize
2851,MP68135,Oregon,Extended,College,Employed,M,90414,Suburban,Married,83,7,49,1,6,Personal Auto,Call Center,Four-Door Car,Small
2852,CZ56843,California,Extended,College,Employed,M,39930,Suburban,Single,86,22,64,1,2,Personal Auto,Call Center,Four-Door Car,Medsize
2853,DJ47372,California,Extended,Doctor,Disabled,M,23202,Suburban,Divorced,96,29,59,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
2854,XZ51937,California,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal Auto,Branch,SUV,Medsize
2855,IZ27630,Oregon,Extended,Master,Employed,M,68423,Urban,Single,85,14,81,0,7,Personal Auto,Branch,Two-Door Car,Large
2856,IM14119,Arizona,Basic,Bachelor,Employed,F,84495,Suburban,Married,63,15,61,0,1,Special Auto,Branch,Two-Door Car,Small
2857,PN53766,California,Basic,Doctor,Employed,M,43091,Urban,Married,69,2,36,1,6,Corporate Auto,Branch,Four-Door Car,Medsize
2858,DQ93036,Arizona,Extended,High School or Below,Employed,M,41951,Rural,Married,91,30,56,0,7,Personal Auto,Branch,Four-Door Car,Medsize
2859,WA70405,Nevada,Basic,College,Employed,M,89834,Suburban,Single,105,17,14,0,3,Personal Auto,Agent,SUV,Medsize
2860,NF51705,Nevada,Basic,High School or Below,Employed,M,92157,Urban,Single,69,19,33,0,1,Corporate Auto,Branch,Two-Door Car,Medsize
2861,LR37068,Oregon,Extended,College,Employed,F,35773,Suburban,Married,93,25,89,0,2,Personal Auto,Web,Four-Door Car,Small
2862,EC18611,Nevada,Extended,High School or Below,Unemployed,M,0,Suburban,Single,99,16,20,0,1,Personal Auto,Agent,Two-Door Car,Medsize
2863,NP88319,Oregon,Basic,High School or Below,Disabled,F,15850,Suburban,Married,61,28,14,0,2,Corporate Auto,Call Center,Two-Door Car,Medsize
2864,AA11235,Nevada,Basic,Bachelor,Medical Leave,F,11167,Suburban,Married,73,0,99,3,1,Personal Auto,Branch,Two-Door Car,Medsize
2865,DL55489,Oregon,Basic,High School or Below,Employed,M,21195,Suburban,Married,72,23,10,0,9,Corporate Auto,Web,Four-Door Car,Medsize
2866,UU53919,Oregon,Basic,Master,Employed,F,27430,Urban,Married,68,25,12,0,4,Personal Auto,Call Center,Two-Door Car,Medsize
2867,JI11950,California,Basic,High School or Below,Unemployed,F,0,Suburban,Married,63,21,78,0,7,Personal Auto,Agent,Two-Door Car,Medsize
2868,QB82117,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Web,Sports Car,Medsize
2869,MR33456,Washington,Basic,High School or Below,Employed,M,59839,Suburban,Single,107,8,52,2,8,Personal Auto,Agent,SUV,Medsize
